,STATION_CD,STATION_NM,STATION_NM_ENG,LINE_NUM,FR_CODE,CYBER_ST_CODE,BRANCH_OFFICE_CODE,BRANCH_OFFICE_NM,REGIDATE,TEL,FAX,POST_CODE,ADDRESS,MINWON,INFOTESK,CULTURE,TICKET,OBSTACLE,MEETPLACE,PARKING,BICYCLE,MUIN,OFFICE,NURSING,ELEVATOR,ESCALATOR,WHEELCHAIR,SPEEDNATE,TOILET,STATION_NM_HAN,URE,XPOINT,YPOINT,XPOINT_WGS,YPOINT_WGS
0,0241,이대,Ewha Womans Univ.,2,241,0241,124300,충정로영업소,1984-05-22 00:00:00,02-6110-2411,6110 - 2419,04104,서울특별시 마포구 신촌로 지하 180,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,게이트 외부,梨大,○ 역 인근에 이화여자대학교가 있어 이대역으로 명명되었다.,487955.0,1126182.0,37.556733,126.946013
0,0249,신정네거리,Sinjeongnegeori,2,234-3,0249,123400,구로디지털서비스센터,1996-02-29 00:00:00,02-6110-2461,6110 - 2469,08073,서울특별시 양천구 중앙로 지하 261,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,N,Y,게이트 외부,新亭네거리,"○ 신정네거리에 역이 위치하여 이름이 명명되었으며, 신정이란 이름은 신기(新機:신트리)의 '신'(新)자와 은행정의 '정'(亭)자를 따서 신정리라 한데서 비롯되었다.",467370.0,1116015.0,37.520074,126.852912
0,1708,금정,Geumjeong,1,P149,1458,410000,철도청구간,,031-393-7788,,15809,경기도 군포시 군포로 750,N,N,N,N,N,N,N,N,Y,,N,,,,,게이트 외부,衿井,,487357.0,1075022.0,37.372221,126.943429
0,1901,방학,Banghak,1,115,1901,410000,철도청구간,,02-3492-0197,,01332,서울특별시 도봉구 도봉로150다길 3,N,N,N,N,N,N,N,N,N,,N,,,,,게이트 내부,放鶴,"도봉동에 있는 도봉서원의 창건과 관련하여 조선조 도봉서원을 정하기 위하여 도봉산 중턱에 중다리를 내려다보니 학이 평화스럽게 많이 놀고있어 방학골이 되었다는 설과, 이곳 지형이 학이 알을 품고있는 형상을 하고있어 방학골이라는 설이 있으나 곡식을 찧는 기구인 방아가 있는 곳이라는 의미에서 우리말로 방아골로 불렀던 곳이 한자음이 비슷한 방학리로 되어 방학동이라는 명칭이 된 것으로 추정",509602.0,1157006.0,37.667503,127.044273
0,0159,동묘앞,Dongmyo,1,127,0159,,동묘영업사무소,2005-12-19 14:42:30,02-6110-1271,6110 - 1279,03113,서울특별시 종로구 종로 359,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,게이트 외부,東廟앞,,503422.0,1130557.0,37.572627,127.016429
0,0238,합정,Hapjeong,2,238,0238,124300,충정로영업소,1984-5-22 0:0:0,02-6110-2381,6110 - 2389,04037,서울특별시 마포구 양화로 지하 55,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,게이트 외부,合井,,480875.0,1124362.0,37.549463,126.913739
0,0335,대치,Daechi,3,345,0335,133400,도곡서비스센터,1993-10-30 00:00:00,02-6110-3451,6110 - 3459,06291,서울특별시 강남구 남부순환로 지하 2952,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,게이트 내부,大峙,대치역의 유래가 되는 대치동은 조선시대 말까지 경기도 광주군 언주면 대치리였다. 당시 자연부락 한티·움말·응달짝 등 8개 마을 중 큰 고개 밑에 있는 한티[또는 한터] 마을을 한자명으로 대치라 한데서 비롯되었다.,513907.0,1108850.0,37.494612,127.063642
0,0414,수유,Suyu,4,414,0414,141000,상계서비스센터,1985-04-20 00:00:00,02-6110-4141,6110 - 4149,01062,서울특별시 강북구 도봉로 지하 338,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,게이트 외부,水踰,○ 인근의 국립공원 북한산에서 흘러내리는 물이 넘쳐 물 '수(水)'자와 넘칠 '유(踰)'자를 써서 붙여진 것으로 이곳에 역이 들어서 수유역이 되었다.,505477.0,1148677.0,37.638052,127.025732
0,0317,경복궁,Gyeongbokgung,3,327,0317,131700,경복궁서비스센터,1985-10-18 00:00:00,02-6110-3271,6110 - 3279,03170,서울특별시 종로구 사직로 지하 130,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,게이트 내부,景福宮,"○ 경복궁역은 인근에 경복궁이 있어 붙여진 이름으로 경복궁은 1395년(태조4년) 이성계가 창건한 조선왕조의 정궁으로서 국왕이 거처하며, 국정을 논의하던 곳이다. 인근에 정부서울청사, 서울지방경찰청 등 관공서들이 들어서 있다.",493895.0,1131520.0,37.575762,126.973530
0,1763,수리산,Surisan,4,445,1763,,철도청구간,2003-7-18 0:56:16,031-396-7787,,15869,경기도 군포시 번영로 385,N,N,N,N,N,N,N,N,Y,,N,,,,,게이트 외부,修理山,"인근의 수리산과의 연계성을 고려하여 명명하였으며, 수리산에는 자못 크고 높은 취암봉이 있는데 독수리 취자를 일컬어 ""수리산""이라 하였다.",483320.0,1068927.0,37.349801,126.925365
0,1454,정부과천청사,Government complex Gwacheon,4,439,1454,410000,철도청구간,,02-503-2265,,13837,경기도 과천시 중앙로 지하 100,,,,,,,,,,,N,,,,,게이트 외부,政府果川廳舍,"1982년부터 1986년까지 과천종합청사가 이전하였으며 1986년 과천시로 승격하였다. 1994.4.1 개통시부터 ""제2종합청사""역으로 영업을 개시하여 1998년 제2종합청사가 정부과천청사로 바뀌면서 98년 5월 15일 ""정부과천청사""역으로 개칭함.",497615.0,1090090.0,37.426513,126.989780
0,1725,성환,Seonghwan,1,P166,1725,,,2005-1-27 15:16:3,041-581-7788,,31011,충청남도 천안시 서북구 성환읍 성환1로 237-5,,,,,,,,,,,N,,,,,게이트 내부,成歡,"1914년 행정구역 통,폐합에 따라 이서면 , 일서면, 아산군, 삼북면, 평택군 동면의 와야리 , 경기도 양성군 영통면의각 일부를 병합하여 성환도찰방의 이름을 따라 성환면이라 한데서 유래",528022.0,948422.0,36.916076,127.126964
0,1810,제물포,Jemulpo,1,158,1810,410000,철도청구간,,032-883-7788,,22106,인천광역시 남구 경인로 129,,,,,,,,,,,N,,,,,게이트 외부,濟物浦,조선조 초 이곳 인천 해안에 설치하였던 포구 이름이 제물포인데서 유래하였음.,424050.0,1101375.0,37.466769,126.656666
0,1751,산본,Sanbon,4,444,1751,410000,철도청구간,,031-391-7788,,15862,경기도 군포시 번영로 504,,,,,,,,,,,N,,,,,게이트 외부,山本,수리산을 바탕으로 이룩된 마을이란 뜻에서 유래,484987.0,1071127.0,37.358101,126.933274
0,0311,연신내,Yeonsinnae,3,321,0311,131700,경복궁영업소,1985-7-12 0:0:0,02-6110-3211,6110 - 3219,03330,서울특별시 은평구 통일로 지하 849,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,게이트 외부,연신내,,482372.0,1143485.0,37.619001,126.921008
0,0411,노원,Nowon,4,411,0411,141000,상계서비스센터,1985-4-20 0:0:0,02-6110-4111,6110 - 4119,01693,서울특별시 노원구 상계로 69-1,Y,N,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,게이트 내부,蘆原,,513622.0,1153612.0,37.655128,127.061368
0,0215,잠실나루,Jamsillaru,2,215,0215,121800,종합운동장영업소,1980-10-31 00:00:00,02-6110-2151,6110 - 2159,05504,서울특별시 송파구 오금로 20,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,Y,게이트 외부,蠶室나루,○ 잠실나루역은 역사 인근을 흐르는 성내천의 이름을 따서 성내역으로 명명되어오다 강동구 성내동과의 혼동을 피하기 위해 2010년 잠실나루역으로 변경되었다.,522630.0,1116225.0,37.520733,127.103790
0,0248,양천구청,Yangcheon-gu Office,2,234-2,0248,123400,신도림영업소,1992-5-22 0:0:0,02-6110-2451,6110 - 2459,08100,서울특별시 양천구 목동로3길 지하 33,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,게이트 내부,陽川區廳,"○ 역 인근에 양천구청이 위치하여 양천구청역이라 명명되었다.<br />
○ 한자를 살펴보면 햇볕 양(陽)과 냇물 천(川), 즉 드넓은 벌판 위에 높은 산이 없어 햇볕이 잘 들고 냇가의 물이 맑아 '밝은 태양과 냇물이 흐르는 아름다운 고장' 이라서 모두들 양천이라고 불렀다 한다.",470185.0,1113852.0,37.512398,126.865819
0,1958,대화,Daehwa,3,310,1958,410000,철도청구간,,031-917-7799,,10381,경기도 고양시 일산서구 중앙로 지하 1569,,,,,,,,,,,N,,,,,게이트 외부,大化,"조선시대 후기에 인근의 성저리, 대화리, 이산포리등을 합쳐 하나의 큰 마을로 변화시켰다 하여 붙여진 명칭이다.",444178.0,1159423.0,37.676087,126.747569
0,0236,영등포구청,Yeongdeungpo-gu Office,2,236,0236,123400,구로디지털서비스센터,1984-5-22 0:0:0,02-6110-2361,6110 - 2369,07260,서울특별시 영등포구 당산로 지하 121,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,게이트 내부,永登浦區廳,,476875.0,1117441.0,37.524970,126.895951
0,0208,왕십리,Wangsimni,2,208,0208,121100,성수영업소,1983-9-16 0:0:0,02-6110-2081,6110 - 2089,04751,서울특별시 성동구 왕십리로 지하 300,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,게이트 외부,往十里,,508015.0,1127512.0,37.561533,127.037732
0,1811,동인천,Dongincheon,1,160,1811,410000,철도청구간,,032-772-7788,,22317,인천광역시 중구 참외전로 121,,,,,,,,,,,N,,,,,게이트 외부,東仁川,1899년 유현(杻峴)역으로 영업개시 1926년 상인천(上仁川)역으로 역명개칭 1955년 동인천(東仁川)역으로 역명개칭,418562.0,1103812.0,37.475276,126.632802
0,1726,직산,Jiksan,1,P167,1726,,,2005-1-27 15:17:2,041-583-7788,,31039,충청남도 천안시 서북구 직산읍 천안대로 1471-33,,,,,,,,,,,N,,,,,게이트 내부,稷山,"직산현은 본래 삼한의 목지국 옛터로 삼한 70여개국의 중심지였으나 이후 백제, 고구려, 신라의 점령을 받고 고려시대때 직산으로 군명을 변경한데서 유래",531832.0,935982.0,36.870593,127.143904
0,0243,충정로,Chungjeongno,2,243,0243,124300,충정로영업소,1984-5-22 0:0:0,02-6110-2431,6110 - 2439,03742,서울특별시 서대문구 서소문로 지하 17,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,Y,게이트 외부,忠正路,,491842.0,1127227.0,37.559973,126.963672
0,0416,미아사거리,Miasageori,4,416,0416,141700,상계서비스센터,1985-04-20 00:00:00,02-6110-4161,6110 - 4169,01215,서울특별시 강북구 도봉로 지하 50,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,게이트 외부,彌阿사거리,"○ 미아사거리역은 장위동과 종암동, 돈암동으로 갈라지는 세갈래 길이 나눠지는 지형이여서 미아삼거리역으로 이름 붙여졌으나 길음동방면에서 수유동방면으로 넘어가는 고가도로가 철거돼 사거리로 변경됨에 따라 2013년 12월 26일 미아사거리로 변경되었다.",506527.0,1141940.0,37.613292,127.030053
0,1956,정발산,Jeongbalsan,3,312,1956,410000,철도청구간,,031-904-7799,,10409,경기도 고양시 일산동구 중앙로 지하 1270,,,,,,,,,,,N,,,,,게이트 외부,鼎鉢山,정발산은 일산신시가지의 주산으로 해발 83.4m 이며 솥과 주발과 같이 넓적하다고 하여 정발산이란 명칭이 붙여짐.,449837.0,1154790.0,37.659477,126.773359
0,0422,동대문역사문화공원,Dongdaemun History and Culture Park,4,422,0205,120700,상왕십리영업소,1985-10-18 0:0:0,02-6110-4221,6110 - 4229,04565,서울특별시 중구 장충단로 지하 230,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,게이트 내부,東大門歷史文化公園,,501555.0,1128600.0,37.565138,127.007896
0,1017,신이문,Sinimun,1,121,1017,410000,철도청구간,,02-960-1871,,02421,서울특별시 동대문구 한천로 472,,,,,,,,,,,N,,,,,게이트 내부,新里門,조선시대때 이문밖으로 도둑이 많아 포졸들의 방범초소를 이문에 설치함으로써 그 이후로 이문이라는 지명이 유래됨.,514704.0,1138814.0,37.601854,127.067325
0,1822,중동,Jung-dong,1,149,1822,410000,철도청구간,,032-666-7788,,14721,경기도 부천시 소사구 중동로 73,,,,,,,,,,,N,,,,,게이트 외부,中洞,부천시의 가운데에 위치한다 하여 중동이 됨,447750.0,1106820.0,37.486562,126.764843
0,0433,사당,Sadang,4,433,0226,122400,동작서비스센터,1985-10-18 0:0:0,02-6110-4331,6110 - 4339,07025,서울특별시 동작구 동작대로 지하 3,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,게이트 내부,舍堂,,495760.0,1104005.0,37.476530,126.981685
0,1916,소요산,Soyosan,1,100,1916,410000,철도청구간,,031-865-7788,,11307,경기도 동두천시 평화로 2925,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,逍遙山,,513255.0,1235010.0,37.948100,127.061034
0,1456,평촌,Pyeongchon,4,441,1456,410000,철도청구간,,031-383-7788,,14066,경기도 안양시 동안구 부림로 지하 123,,,,,,,,,,,N,,,,,게이트 외부,坪村,"""벌말""이라는 명칭은 ""坪村""을 풀이한 순수한 우리말로서 ""평평한 마을"" 이라는 뜻으로 ""벌마을""인데 이를 두글자로 약칭하여 ""벌말""로 지었다고 하며, 지역주민들이 ""평촌""역으로 역명개정을 요구하여 1996년 12월 16일 ""평촌""역으로 역명을 개정",491940.0,1081142.0,37.394287,126.963883
0,0205,동대문역사문화공원,Dongdaemun History and Culture Park,2,205,0205,120700,상왕십리영업소,1983-9-16 0:0:0,02-6110-2051,6110 - 2059,04566,서울특별시 중구 을지로 지하 279,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,게이트 내부,東大門歷史文化公園,,501555.0,1128600.0,37.565138,127.007896
0,0421,동대문,Line4 Dongdaemun Station,4,421,0155,115500,동대문영업소,1985-10-18 0:0:0,02-6110-4211,6110 - 4219,03198,서울특별시 종로구 율곡로 지하 308,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,게이트 외부,東大門,,502155.0,1130180.0,37.571420,127.009745
0,1723,지제,지제,1,P164,1723,,,,031-691-7651,,17824,경기도 평택시 경기대로 777,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,芝制,,515467.0,977022.0,37.018800,127.070444
0,1015,회기,Hoegi,1,123,1015,410000,철도청구간,,02-965-1467,,02446,서울특별시 동대문구 회기로 196,,,,,,,,,,,N,,,,,게이트 외부,回基,,512662.0,1135362.0,37.589460,127.057583
0,1755,한대앞,Handaeap,4,449,1755,410000,철도청구간,,031-406-7788,,15507,경기도 안산시 상록구 충장로 337,,,,,,,,,,,N,,,,,게이트 내부,漢大앞,,467472.0,1057792.0,37.309689,126.853440
0,0206,신당,Sindang,2,206,0206,120700,동대문운동장서비스센터,1983-9-16 0:0:0,02-6110-2061,6110 - 2069,04576,서울특별시 중구 퇴계로 지하 431-1,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,Y,게이트 외부,新堂,,503765.0,1128712.0,37.565972,127.017820
0,0315,무악재,Muakjae,3,325,0315,131700,경복궁영업소,1985-07-12 00:00:00,02-6110-3251,6110 - 3259,03730,서울특별시 서대문구 통일로 지하 361,N,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,게이트 내부,毋岳재,"○ 역이 있는 지명에서 유래된 것으로 무악재는 한양 천도에 주요역할을 한 무학대사의 '무학'에서 연유하여 무악현, 무악재라고 칭하였다.<br />
○ 또한 인근 인왕산의 산세가 험준하고 호랑이가 많아 여러 사람이 모여서 재를 넘었다하여 '모아재' 라고도 하였다.",488910.0,1133372.0,37.582299,126.950291
0,0328,잠원,Jamwon,3,338,0328,132500,옥수영업소,1985-10-18 00:00:00,02-6110-3381,6110 - 3389,06522,서울특별시 서초구 잠원로4길 지하 46,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,Y,게이트 내부,蠶院,"○ 역이 있는 동명에서 유래된 것으로 잠원동은 조선 초 잠실이 있어 유래된 것이며, 1963년 서울시에 편입될 때 송파구 잠실동과 혼동을 피하기 위해 잠원동이라 한 것이다.",502340.0,1113995.0,37.512759,127.011220
0,0213,구의,Guui,2,213,0213,121100,종합운동장서비스센터,1980-10-31 00:00:00,02-6110-2131,6110 - 2139,05051,서울특별시 광진구 아차산로 384-1,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,게이트 내부,九宜,○ 역이 위치한 동명에서 유래된 것으로 구의동(九宜洞)은 1914년 4월 1일 경기도 양주군의 구정동(九井洞)과 산의동(山宜洞)이 경기도 고양군으로 편입되면서 구정동의 '구(九)'자와 산의동의 '의(宜)'자를 따서 구의동이 된 것이다.,518867.0,1120790.0,37.537077,127.085916
0,1912,지행,Jihaeng,1,104,1912,410000,철도청구간,,031-828-3391,,11350,경기도 동두천시 평화로 2285,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,紙杏,,512155.0,1219310.0,37.892334,127.055716
0,0332,양재,Yangjae,3,342,0332,133400,도곡영업소,1985-10-18 00:00:00,02-6110-3421,6110 - 3429,06735,서울특별시 서초구 남부순환로 지하 2585,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,게이트 내부,良才,,507387.0,1106032.0,37.484147,127.034631
0,0158,청량리,Cheongnyangni,1,124,0158,115500,동묘영업소,1974-08-15 00:00:00,02-6110-1241,6110 - 1249,02559,서울특별시 동대문구 왕산로 지하 205,N,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,게이트 외부,淸凉里,,510002.0,1132640.0,37.580178,127.046835
0,0413,쌍문,Ssangmun,4,413,0413,141000,상계서비스센터,1985-04-20 00:00:00,02-6110-4131,6110 - 4139,01454,서울특별시 도봉구 도봉로 지하 486-1,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,게이트 외부,雙門,○ 역이 있는 지명에서 유래된 것으로 쌍문이란 명칭은 쌍갈랫길에 이문(里門)이란 일종의 방범초소가 있어 '쌍갈무늬'라고 불리던 것이 변음되어 쌍문으로 불렸다고 한다.,507572.0,1151735.0,37.648627,127.034709
0,1717,세마,sema,1,P158,1717,,,2005-12-26 9:49:36,031-377-7166,,18106,경기도 오산시 세마역로 88,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,洗馬,,509427.0,1023707.0,37.187533,127.043180
0,0222,강남,Gangnam,2,222,0222,122400,종합운동장서비스센터,1982-12-23 00:00:00,02-6110-2221,6110 - 2229,06232,서울특별시 강남구 강남대로 지하 396,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,게이트 내부,江南,,506032.0,1109640.0,37.497175,127.027926
0,1728,천안,Cheonan,1,P169,1728,,철도청구간,2005-1-27 15:18:53,041-562-7034,,31144,충청남도 천안시 동남구 대흥로 239,N,N,N,N,N,N,N,N,N,,N,,,,,게이트 내부,天安,"고려시대 태조 13년, 하늘아래 가장 편안한 땅이 되라는 뜻에서 천안부라 지은데서 유래.",532535.0,919162.0,36.810005,127.146826
0,0210,뚝섬,Ttukseom,2,210,0210,121100,동대문운동장서비스센터,동,02-6110-2101,6110 - 2109,04778,서울특별시 성동구 아차산로 18,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,게이트 외부,뚝섬,"○ 한강으로 들어가는 중랑천 하류에 있는 뚝섬은 삼면에 물이 있어 섬이라 부를만 하다하여 한성부때 독도(纛島), 살꽃이벌으로 불려오다 뚝섬으로 불리어졌다.<br />
○ 독도(纛島)는 조선시대 태조 이성계 때부터 임금의 사냥장소였다는 데서 나왔다. 임금이 행차하면 그 상징으로 독기(纛旗:소꼬리나 꿩꽁지로 장식한 큰 깃발)를 꽂았는데, 이곳이 한강과 중랑천으로 둘러싸인 섬 같다고 해서 ‘독기를 꽂은 섬’이란 뜻에서 '독도(纛島)'라 불리었다.",510281.0,1123615.0,37.547184,127.047367
0,0219,삼성,Samseong,2,219,0219,121800,종합운동장영업소,1982-12-23 00:00:00,02-6110-2191,6110 - 2199,06181,서울특별시 강남구 테헤란로 지하 538,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,게이트 외부,三成,"○ 역이 위치한 동명인 삼성동은 신라시대 성왕때 창건된 사찰인 봉은사와 한강 가운데 있는 섬인 무동도, 당나무를 파는 상점이 많은 닥점의 세 마을을 합하여 명명된 것이다.",513737.0,1113012.0,37.508844,127.063160
0,1721,송탄,Songtan,1,P162,1721,,,2005-1-27 15:12:21,031-666-7788,,17760,경기도 평택시 송탄공원로 43,,,,,,,,,,,N,,,,,게이트 외부,松炭,"1914년 군면 폐합으로 수원군의 15개면과 충청남도 평택군 전역을 병합하게 되어 면적이 크게 넓어지면서 진위군의 일탄면, 송장면 등이 송탄면으로 통합되므로써 송탄이라는 이름이 처음 생긴데서 유래",511847.0,992717.0,37.075696,127.054301
0,0340,가락시장,Garak Market,3,350,2818,133400,도곡서비스센터,2010-02-18 00:00:00,02-6311-8171,6110-3509,05699,서울특별시 송파구 송파대로 지하 257,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,"게이트 내부,외부",可樂市場,,525992.0,1108579.0,37.492522,127.118234
0,1701,구로,Guro,1,141,1701,410000,철도청구간,,02-2639-3259,,08213,서울특별시 구로구 구로중앙로 174,,,,,,,,,,,N,,,,,게이트 내부,九老,아홉명의 노인이 살았다고 하여 구로라 함.,473665.0,1111027.0,37.503039,126.881966
0,0434,남태령,Namtaeryeong,4,434,0434,142800,삼각지영업소,1994-04-01 00:00:00,02-6110-4341,6110 - 4349,06761,서울특별시 서초구 과천대로 지하 816,N,N,N,N,N,N,N,Y,,,N,,,,,게이트 내부,南泰嶺,○ 역이 있는 지명에서 유래된 것으로 남태령의 이름이 여우고개로 불리고 있을때 서울로 가던 정조가 고개 이름을 묻자 여우고개로 답하기가 상스러울 것을 염려한 시종들이 서울에서 남쪽으로 맨 처음 큰 고개이기에 남태령이라 답했다고 하여 이후 이 고개를 남태령이라고 불렀다고 한다.,497392.0,1100550.0,37.463873,126.989134
0,0423,충무로,Chungmuro,4,423,0321,141700,길음영업소,1985-10-18 0:0:0,02-6110-4231,6110 - 4239,04557,서울특별시 중구 퇴계로 지하 199,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,게이트 내부,忠武路,,498550.0,1127582.0,37.561243,126.994280
0,1954,백석,Baekseok,3,314,1954,410000,철도청구간,,031-902-7788,,10450,경기도 고양시 일산동구 중앙로 지하 1042,,,,,,,,,,,N,,,,,게이트 외부,白石,이 마을에서 신성시되는 큰 흰돌에서 유래되었다.,453049.0,1150265.0,37.643114,126.787870
0,1004,노량진,Noryangjin,1,136,1004,410000,철도청구간,,02-814-7788,,06902,서울특별시 동작구 노량진로 151,Y,N,N,N,N,N,N,N,Y,,N,,,,,게이트 외부,鷺梁津,"노량진은 백로가 노닐던 나루터라는 뜻에서 붙여진 이름으로 철도가 놓이기 전까지만 해도 노들나루라 하여 맞은편 용산나루를 잇는 큰나루터였다, 이 노들나루에 노량진-제물포간에 우리나라 최초의 철도가 놓이면서 노량진역이 세워짐.",487327.0,1114430.0,37.514219,126.942454
0,1707,명학,Myeonghak,1,P148,1707,410000,철도청구간,,031-441-7788,,14088,경기도 안양시 만안구 만안로 20,,,,,,,,,,,N,,,,,게이트 외부,鳴鶴,옛날 이곳에 주변에 두루미가 많이 서식하여 두루미 울음소리가 크게 들려 이 이름을 따서 명학이라 한데서 유래되었다.,485522.0,1078495.0,37.384653,126.935433
0,0330,교대,Seoul Nat'l Univ. of Education,3,340,0330,122400,서초영업소,1985-10-18 0:0:0,02-6110-3401,6110 - 3409,06634,서울특별시 서초구 서초대로 지하 294,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,환승역 이용,敎大,,502900.0,1108655.0,37.493415,127.014080
0,0325,옥수,Oksu,3,335,0325,132500,옥수영업소,1985-10-18 0:0:0,02-6110-3351,6110 - 3359,04739,서울특별시 성동구 동호로 지하 21,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,"게이트 내부,외부",玉水,,503850.0,1121910.0,37.540685,127.017965
0,0155,동대문,Dongdaemun,1,128,0155,115500,동대문영업소,1974-8-15 0:0:0,02-6110-1281,6110 - 1289,03119,서울특별시 종로구 종로 지하 302,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,게이트 외부,東大門,,502155.0,1130180.0,37.571420,127.009745
0,0333,매봉,Maebong,3,343,0333,133400,도곡영업소,1993-10-30 00:00:00,02-6110-3431,6110 - 3439,06297,서울특별시 강남구 남부순환로 지하 2744,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,게이트 외부,매봉,○ 역 인근에 매봉산이 위치하고 있어 매봉역이라 이름 지었다.,510257.0,1106985.0,37.486947,127.046769
0,1752,대야미,Daeyami,4,446,1752,410000,철도청구간,,031-437-7788,,15887,경기도 군포시 대야1로 28,,,,,,,,,,,N,,,,,게이트 외부,大夜味,"산간지역으로 대부분 논밭이 협소하나 이 지역에 1정보(町步) 크기의 논이 있었다는데서 큰배미, 한배미라는 뜻으로 대야미라는 지명이 생성되었음.",481462.0,1062700.0,37.328467,126.917332
0,1948,원흥,Wonheung,3,309,1948,410000,철도청구간,,1544-7788,,10555,경기도 고양시 덕양구 권율대로 681,,,,,,,,,,,N,,,,,게이트 외부,元興,,472070.0,1152435.0,37.650658,126.872642
0,1753,반월,Banwol,4,447,1753,410000,철도청구간,,031-438-7788,,15521,경기도 안산시 상록구 건건로 119-10,,,,,,,,,,,N,,,,,게이트 외부,半月,반월면 소재지가 위치한 지역인데서 역명 제정,478522.0,1058497.0,37.312212,126.903524
0,0432,총신대입구(이수),Chongshin Univ.,4,432,0432,142800,삼각지영업소,1985-10-18 0:0:0,02-6110-4321,6110 - 4329,07008,서울특별시 동작구 동작대로 지하 117,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,게이트 내부,總神大入口(梨水),,495900.0,1106635.0,37.486263,126.981989
0,1019,광운대,Kwangwoon Univ.,1,119,1019,410000,철도청구간,,02-917-7445,,01886,서울특별시 노원구 석계로 98-2,N,N,N,N,N,N,N,N,,,N,,,,,게이트 외부,光云大,,513467.0,1144785.0,37.623632,127.061835
0,1022,창동,Chang-dong,1,116,0412,410000,철도청구간,,02-992-3388,,01414,서울특별시 도봉구 마들로11길 77,,,,,,,,,,,N,,,,,게이트 내부,倉洞,,510370.0,1153032.0,37.653166,127.047731
0,1401,봉명,Bongmyeong,1,P170,1401,,,,041-579-9786,,31151,충청남도 천안시 동남구 차돌로 51,,,,,N,N,N,N,N,N,N,N,N,N,N,게이트 외부,鳳鳴,,530135.0,916612.0,36.801215,127.135763
0,0211,성수,Seongsu,2,211,0211,121100,성수영업소,1980-10-31 0:0:0,02-6110-2111,6110 - 1349,04782,서울특별시 성동구 아차산로 100,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,게이트 외부,聖水,○ 역이 위치한 지명에서 유래된 것으로 이곳에 항상 맑은 물이 흐르고 성덕정(聖德亭)이라는 정자가 있어 성수(聖水)라는 지명으로 불리게 되었다.,512172.0,1122866.0,37.544581,127.055961
0,0341,경찰병원,National Police Hospital,3,351,0341,133400,도곡서비스센터,2010-02-18 00:00:00,02-6110-3511,6110-3519,05715,서울특별시 송파구 중대로 지하 149,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,"게이트 내부,외부",警察病院,○ 역 인근에 국립경찰병원이 있어 명명되었다.,527245.0,1109277.0,37.495918,127.124540
